State,City,Population,Total law enforcement employees,Total officers,Total civilians,,,,
,El Cajon,"92,225",189,121,68,,,,
,El Centro,"39,865",87,58,29,,,,
,El Cerrito,"22,116",51,42,9,,,,
,Elk Grove,"139,395",195,128,67,,,,
,El Monte,"123,049",214,146,68,,,,
,El Segundo,"16,310",101,67,34,,,,
,Emeryville,"9,704",57,40,17,,,,
,Escalon,"7,447",15,11,4,,,,
,Escondido,"136,508",223,159,64,,,,
,Etna,766,3,2,1,,,,
,Eureka,"25,313",71,45,26,,,,
,Exeter,"10,108",17,16,1,,,,
,Fairfax,"7,039",16,11,5,,,,
,Fairfield,"104,927",189,123,66,,,,
,Farmersville,"10,170",18,16,2,,,,
,Ferndale,"1,391",4,4,0,,,,
,Firebaugh,"6,950",16,12,4,,,,
,Folsom,"69,523",117,88,29,,,,
,Fontana,"189,253",288,199,89,,,,
,Fort Bragg,"6,599",22,16,6,,,,
,Fortuna,"11,388",23,14,9,,,,
,Foster City,"28,927",54,39,15,,,,
,Fountain Valley,"55,524",83,61,22,,,,
,Fowler,"5,467",13,12,1,,,,
,Fremont,"200,964",281,179,102,,,,
,Fresno,"475,723","1,267",824,443,,,,
,Fullerton,"132,776",232,158,74,,,,
,Galt,"24,503",43,31,12,,,,
,Gardena,"58,814",115,90,25,,,,
,Garden Grove,"165,629",244,171,73,,,,
,Gilroy,"50,136",96,60,36,,,,
,Glendale,"197,182",401,258,143,,,,
,Glendora,"49,738",103,59,44,,,,
,Gonzales,"8,681",15,13,2,,,,
,Grass Valley,"12,345",38,28,10,,,,
,Greenfield,"15,145",21,17,4,,,,
,Gridley,"6,350",22,17,5,,,,
,Grover Beach,"13,030",29,19,10,,,,
,Guadalupe,"6,745",15,12,3,,,,
,Gustine,"5,120",11,9,2,,,,
,Half Moon Bay,"12,394",21,16,5,,,,
,Hanford,"50,602",73,54,19,,,,
,Hawthorne,"84,445",129,95,34,,,,
,Hayward,"140,984",295,191,104,,,,
,Healdsburg,"10,913",30,19,11,,,,
,Hemet,"71,789",108,78,30,,,,
,Hercules,"25,214",30,27,3,,,,
,Hermosa Beach,"19,513",59,34,25,,,,
,Hillsborough,"10,725",36,26,10,,,,
,Hollister,"34,917",34,30,4,,,,
,Holtville,"5,376",7,6,1,,,,
,Huntington Beach,"193,241",364,224,140,,,,
,Huntington Park,"61,307",105,62,43,,,,
,Huron,"7,288",17,13,4,,,,
,Imperial,"13,669",19,17,2,,,,
,Indio,"89,486",130,76,54,,,,
,Inglewood,"113,454",275,192,83,,,,
,Ione,"7,906",7,6,1,,,,
,Irvine,"209,278",271,182,89,,,,
,Irwindale,"1,451",39,30,9,,,,
,Isleton,800,5,5,0,,,,
,Jackson,"4,398",12,11,1,,,,
,Kensington,"5,357",10,10,0,,,,
,Kerman,"13,092",22,19,3,,,,
,King City,"11,571",22,19,3,,,,
,Kingsburg,"11,336",22,16,6,,,,
,Laguna Beach,"24,035",82,47,35,,,,
,La Habra,"59,202",105,68,37,,,,
,Lakeport,"5,167",14,12,2,,,,
,Lake Shastina,"2,377",5,4,1,,,,
,La Mesa,"53,893",94,65,29,,,,
,La Palma,"15,652",31,24,7,,,,
,La Verne,"33,298",70,46,24,,,,
,Lemoore,"24,207",37,31,6,,,,
,Lincoln,"49,608",50,37,13,,,,
,Lindsay,"10,680",20,16,4,,,,
,Livermore,"80,258",148,93,55,,,,
,Livingston,"13,548",28,19,9,,,,
,Lodi,"62,251",114,76,38,,,,
,Lompoc,"40,344",73,50,23,,,,
,Long Beach,"467,055","1,361",963,398,,,,
,Los Alamitos,"11,687",25,21,4,,,,
,Los Altos,"27,989",45,29,16,,,,
,Los Angeles,"3,850,920","13,008","9,743","3,265",,,,
,Los Banos,"36,101",65,45,20,,,,
,Los Gatos,"29,233",63,42,21,,,,
,Madera,"57,636",78,58,20,,,,
,Mammoth Lakes,"7,469",26,22,4,,,,
,Manhattan Beach,"36,866",98,64,34,,,,
,Manteca,"65,989",106,78,28,,,,
,Marina,"17,865",39,30,9,,,,
,Martinez,"34,985",50,37,13,,,,
,Marysville,"11,766",31,19,12,,,,
,Maywood,"28,411",56,37,19,,,,
,Menlo Park,"29,862",69,47,22,,,,
,Merced,"78,598",146,104,42,,,,
,Millbrae,"20,681",24,19,5,,,,
,Mill Valley,"13,205",27,22,5,,,,
,Milpitas,"67,282",110,86,24,,,,
,Modesto,"205,750",362,261,101,,,,
,Monrovia,"37,679",81,53,28,,,,
,Montclair,"36,643",82,57,25,,,,
,Montebello,"62,318",118,79,39,,,,
,Monterey,"28,326",71,54,17,,,,
,Monterey Park,"61,664",111,78,33,,,,
,Moraga,"16,956",12,11,1,,,,
,Morgan Hill,"38,051",56,37,19,,,,
,Morro Bay,"10,257",23,17,6,,,,
,Mountain View,"70,401",146,97,49,,,,
,Mount Shasta,"3,509",14,9,5,,,,
,Murrieta,"105,666",131,89,42,,,,
,Napa,"74,420",115,74,41,,,,
,National City,"59,390",132,90,42,,,,
,Nevada City,"2,933",12,11,1,,,,
,Newark,"41,558",78,54,24,,,,
,Newman,"10,416",16,12,4,,,,
,Newport Beach,"79,821",231,142,89,,,,
,Novato,"52,662",78,55,23,,,,
,Oakdale,"20,611",36,26,10,,,,
,Oakland,"401,587","1,056",766,290,,,,
,Oceanside,"169,502",302,206,96,,,,
,Ontario,"172,543",333,228,105,,,,
,Orange,"134,852",233,159,74,,,,
,Orland,"7,215",12,10,2,,,,
,Oroville,"14,563",37,23,14,,,,
,Oxnard,"186,434",356,234,122,,,,
,Pacifica,"37,145",52,39,13,,,,
,Pacific Grove,"14,567",26,19,7,,,,
,Palm Springs,"48,558",155,94,61,,,,
,Palo Alto,"58,203",157,91,66,,,,
,Palos Verdes Estates,"13,665",34,24,10,,,,
,Paradise,"26,466",45,26,19,,,,
,Parlier,"13,443",20,17,3,,,,
,Pasadena,"144,545",379,246,133,,,,
,Paso Robles,"29,183",52,40,12,,,,
,Petaluma,"54,454",94,70,24,,,,
,Piedmont,"10,417",28,20,8,,,,
,Pinole,"18,643",51,35,16,,,,
,Pismo Beach,"8,506",33,23,10,,,,
,Pittsburg,"63,227",103,75,28,,,,
,Placentia,"50,043",64,48,16,,,,
,Placerville,"9,929",27,18,9,,,,
,Pleasant Hill,"32,664",64,45,19,,,,
,Pleasanton,"66,829",112,80,32,,,,
,Pomona,"153,201",325,187,138,,,,
,Porterville,"52,308",77,55,22,,,,
,Port Hueneme,"21,497",31,23,8,,,,
,Red Bluff,"14,033",39,24,15,,,,
,Redding,"90,881",172,118,54,,,,
,Redlands,"70,730",144,85,59,,,,
,Redondo Beach,"67,469",147,97,50,,,,
,Redwood City,"73,369",133,94,39,,,,
,Reedley,"23,277",43,30,13,,,,
,Rialto,"99,485",153,107,46,,,,
,Richmond,"101,680",243,167,76,,,,
,Ridgecrest,"25,539",48,34,14,,,,
,Rio Dell,"3,194",8,6,2,,,,
,Rio Vista,"7,980",11,10,1,,,,
,Ripon,"14,770",39,27,12,,,,
,Riverside,"299,384",554,385,169,,,,
,Rocklin,"53,803",82,53,29,,,,
,Rohnert Park,"40,431",109,81,28,,,,
,Roseville,"112,817",200,128,72,,,,
,Ross,"2,277",8,8,0,,,,
,Sacramento,"467,065","1,078",713,365,,,,
,Salinas,"143,520",247,177,70,,,,
,San Anselmo,"11,916",25,18,7,,,,
,San Bernardino,"200,617",488,343,145,,,,
,San Bruno,"39,999",64,46,18,,,,
,San Carlos,"26,922",37,30,7,,,,
,Sand City,379,11,10,1,,,,
,San Diego,"1,271,655","2,775","1,987",788,,,,
,San Fernando,"23,842",53,37,16,,,,
,San Francisco,"798,144","2,773","2,391",382,,,,
,San Gabriel,"40,691",70,55,15,,,,
,Sanger,"26,255",40,31,9,,,,
,San Jose,"945,197","1,754","1,383",371,,,,
,San Leandro,"77,474",141,94,47,,,,
,San Luis Obispo,"43,421",87,62,25,,,,
,San Marino,"12,902",35,28,7,,,,
,San Mateo,"91,650",150,114,36,,,,
,San Pablo,"30,736",76,55,21,,,,
,San Rafael,"55,589",97,73,24,,,,
,San Ramon,"49,457",75,56,19,,,,
,Santa Ana,"339,674",677,365,312,,,,
,Santa Barbara,"85,791",202,137,65,,,,
,Santa Clara,"110,712",219,148,71,,,,
,Santa Cruz,"55,255",121,95,26,,,,
,Santa Maria,"86,744",159,110,49,,,,
,Santa Monica,"87,572",386,202,184,,,,
,Santa Paula,"28,617",45,34,11,,,,
,Santa Rosa,"154,874",261,178,83,,,,
,Sausalito,"7,139",23,18,5,,,,
,Scotts Valley,"11,129",27,19,8,,,,
,Seal Beach,"24,139",50,38,12,,,,
,Seaside,"33,659",67,49,18,,,,
,Sebastopol,"7,445",21,14,7,,,,
,Selma,"23,221",49,35,14,,,,
,Shafter,"15,892",29,20,9,,,,
,Sierra Madre,"10,908",20,16,4,,,,
,Signal Hill,"11,134",50,36,14,,,,
,Simi Valley,"121,572",189,127,62,,,,
,Soledad,"28,685",28,22,6,,,,
,Sonora,"4,617",18,14,4,,,,
,South Gate,"97,179",138,95,43,,,,
,South Lake Tahoe,"23,341",62,40,22,,,,
,South Pasadena,"24,608",50,35,15,,,,
,South San Francisco,"62,027",109,80,29,,,,
,Stallion Springs,"1,652",3,3,0,,,,
,St. Helena,"5,808",16,12,4,,,,
,Stockton,"293,073",652,413,239,,,,
,Suisun City,"27,093",36,25,11,,,,
,Sunnyvale,"131,052",289,223,66,,,,
,Susanville,"17,791",18,16,2,,,,
,Sutter Creek,"2,791",7,7,0,,,,
,Taft,"9,108",22,13,9,,,,
,Tiburon,"8,682",19,15,4,,,,
,Torrance,"141,819",318,230,88,,,,
,Tracy,"82,960",135,87,48,,,,
,Trinidad,312,1,1,0,,,,
,Truckee,"16,317",30,26,4,,,,
,Tulare,"56,624",108,72,36,,,,
,Tulelake,954,3,3,0,,,,
,Turlock,"69,738",120,79,41,,,,
,Tustin,"71,272",149,96,53,,,,
,Twin Cities,"20,924",45,34,11,,,,
,Ukiah,"14,971",39,28,11,,,,
,Union City,"70,409",104,77,27,,,,
,Upland,"72,929",116,78,38,,,,
,Vacaville,"92,424",176,112,64,,,,
,Vallejo,"115,330",144,117,27,,,,
,Ventura,"103,483",182,140,42,,,,
,Vernon,90,73,52,21,,,,
,Visalia,"121,850",193,135,58,,,,
,Walnut Creek,"63,122",110,75,35,,,,
,Watsonville,"50,211",87,64,23,,,,
,Weed,"2,977",16,10,6,,,,
,West Covina,"106,524",174,122,52,,,,
,Westminster,"88,730",146,102,44,,,,
,Westmorland,"2,199",4,4,0,,,,
,West Sacramento,"48,715",109,72,37,,,,
,Wheatland,"3,784",8,8,0,,,,
,Whittier,"82,727",183,128,55,,,,
,Williams,"4,985",12,10,2,,,,
,Willits,"4,915",19,12,7,,,,
,Willows,"6,298",13,11,2,,,,
,Winters,"7,101",13,11,2,,,,
,Woodlake,"7,316",16,14,2,,,,
,Woodland,"54,210",90,65,25,,,,
,Yreka,"7,358",20,14,6,,,,
,Yuba City,"62,595",104,68,36,,,,
COLORADO,Alamosa,"8,599",28,24,4,,,,
,Arvada,"106,847",220,156,64,,,,
,Aspen,"5,767",34,24,10,,,,
,Ault,"1,400",7,5,2,,,,
,Aurora,"316,323",748,623,125,,,,
,Avon,"6,685",20,18,2,,,,
,Basalt,"3,224",13,10,3,,,,
,Bayfield,"2,015",5,5,0,,,,
,Berthoud,"5,339",9,8,1,,,,
,Black Hawk,103,35,24,11,,,,
,Boulder,"93,410",248,162,86,,,,
,Breckenridge,"3,439",30,24,6,,,,
,Brighton,"32,171",68,53,15,,,,
,Broomfield,"55,820",185,105,80,,,,
,Brush,"5,390",11,9,2,,,,
,Buena Vista,"2,122",9,7,2,,,,
,Burlington,"3,945",10,9,1,,,,
,Calhan,863,3,3,0,,,,
,Campo,127,1,1,0,,,,
,Canon City,"15,885",49,35,14,,,,
,Carbondale,"6,221",17,14,3,,,,
,Castle Rock,"46,423",72,53,19,,,,
,Cedaredge,"2,250",8,6,2,,,,
,Centennial,"98,749",152,114,38,,,,
,Center,"2,373",5,4,1,,,,
,Central City,548,4,4,0,,,,
,Cherry Hills Village,"6,329",25,21,4,,,,
,Collbran,422,2,2,0,,,,
,Colorado Springs,"378,403",977,671,306,,,,
,Columbine Valley,"1,315",6,6,0,,,,
,Commerce City,"44,451",103,80,23,,,,
,Cortez,"8,599",50,28,22,,,,
,Craig,"9,160",29,23,6,,,,
,Crested Butte,"1,648",9,7,2,,,,
,Cripple Creek,"1,024",11,7,4,,,,
,Dacono,"4,079",11,10,1,,,,
,De Beque,496,2,2,0,,,,
,Del Norte,"1,587",6,5,1,,,,
,Delta,"8,728",20,15,5,,,,
,Denver,"592,881","1,791","1,541",250,,,,
,Dillon,806,10,9,1,,,,
,Durango,"16,205",60,49,11,,,,
,Eagle,"5,963",12,10,2,,,,
,Eaton,"4,379",9,8,1,,,,
,Edgewater,"5,088",18,15,3,,,,
,Elizabeth,"1,449",6,5,1,,,,
,Empire,324,1,1,0,,,,
,Englewood,"32,605",100,69,31,,,,
,Erie,"17,519",21,19,2,,,,
,Estes Park,"6,367",29,19,10,,,,
,Evans,"19,244",34,30,4,,,,
,Federal Heights,"11,620",34,24,10,,,,
,Firestone,"8,997",26,21,5,,,,
,Florence,"3,612",22,8,14,,,,
,Fort Collins,"135,785",237,162,75,,,,
,Fort Lupton,"7,527",22,17,5,,,,
,Fort Morgan,"10,582",34,28,6,,,,
,Fountain,"20,136",53,40,13,,,,
,Fowler,"1,094",4,3,1,,,,
,Fraser/Winter Park,"1,770",10,9,1,,,,
,Frederick,"8,908",17,15,2,,,,
,Frisco,"2,681",16,13,3,,,,
,Fruita,"7,346",17,15,2,,,,
,Georgetown,"1,022",3,3,0,,,,
,Glendale,"4,822",38,24,14,,,,
,Glenwood Springs,"9,089",31,25,6,,,,
,Golden,"17,175",55,40,15,,,,
,Grand Junction,"48,870",193,111,82,,,,
,Greeley,"91,900",358,189,169,,,,
,Green Mountain Falls,800,2,2,0,,,,
,Greenwood Village,"14,285",86,60,26,,,,
,Gunnison,"5,407",28,14,14,,,,
,Haxtun,971,3,3,0,,,,
,Hayden,"1,559",6,6,0,,,,
,Holyoke,"2,231",4,4,0,,,,
,Hotchkiss,"1,081",3,3,0,,,,
,Hugo,734,3,3,0,,,,
,Idaho Springs,"1,734",9,7,2,,,,
,Ignacio,627,7,7,0,,,,
,Johnstown,"9,608",16,14,2,,,,
,Kersey,"1,450",4,4,0,,,,
,Kiowa,576,2,2,0,,,,
,Kremmling,"1,533",4,4,0,,,,
,Lafayette,"25,091",52,41,11,,,,
,La Junta,"6,974",20,14,6,,,,
,Lakeside,19,4,4,0,,,,
,Lakewood,"139,803",423,285,138,,,,
,Lamar,"7,905",25,21,4,,,,
,La Salle,"1,966",6,6,0,,,,
,Las Animas,"2,289",5,4,1,,,,
,La Veta,849,3,3,0,,,,
,Leadville,"2,719",11,9,2,,,,
,Limon,"1,731",6,5,1,,,,
,Littleton,"40,676",98,72,26,,,,
,Lochbuie,"4,919",7,6,1,,,,
,Log Lane Village,981,1,1,0,,,,
,Lone Tree,"9,488",45,40,5,,,,
,Longmont,"86,754",193,136,57,,,,
,Louisville,"18,794",38,33,5,,,,
,Loveland,"66,204",129,89,40,,,,
,Mancos,"1,255",4,3,1,,,,
,Manitou Springs,"5,130",20,15,5,,,,
,Manzanola,472,2,1,1,,,,
,Milliken,"6,584",10,9,1,,,,
,Minturn,"1,187",3,2,1,,,,
,Monte Vista,"3,954",15,10,5,,,,
,Montrose,"17,895",58,38,20,,,,
,Monument,"2,651",16,13,3,,,,
,Morrison,411,3,2,1,,,,
,Mountain View,514,3,2,1,,,,
,Mount Crested Butte,849,8,7,1,,,,
,Nederland,"1,357",4,3,1,,,,
,New Castle,"3,809",8,7,1,,,,
,Northglenn,"33,668",84,69,15,,,,
,Olathe,"1,750",5,4,1,,,,
,Ouray,913,5,5,0,,,,
,Pagosa Springs,"1,735",10,9,1,,,,
,Palisade,"2,820",7,6,1,,,,
,Palmer Lake,"2,316",6,5,1,,,,
,Paonia,"1,622",5,5,0,,,,
,Parachute,"1,295",10,8,2,,,,
,Parker,"45,825",82,57,25,,,,
,Platteville,"2,641",7,7,0,,,,
,Pueblo,"104,017",249,192,57,,,,
,Ridgway,755,3,3,0,,,,
,Rifle,"9,085",24,19,5,,,,
,Rocky Ford,"3,948",10,9,1,,,,
,Salida,"5,320",18,15,3,,,,
,Sheridan,"5,395",39,27,12,,,,
,Silt,"2,663",9,8,1,,,,
,Silverthorne,"4,024",18,15,3,,,,
,Simla,695,2,2,0,,,,
,Snowmass Village,"1,832",14,10,4,,,,
,South Fork,528,3,3,0,,,,
,Steamboat Springs,"9,470",39,24,15,,,,
,Sterling,"12,932",25,22,3,,,,
,Stratton,606,1,1,0,,,,
,Telluride,"2,378",15,10,5,,,,
,Thornton,"114,923",199,158,41,,,,
,Trinidad,"9,101",33,23,10,,,,
,Vail,"4,760",62,28,34,,,,
,Victor,407,4,3,1,,,,
,Westminster,"106,810",261,179,82,,,,
,Wheat Ridge,"30,582",100,72,28,,,,
,Wiggins,956,2,2,0,,,,
,Windsor,"18,476",21,18,3,,,,
,Woodland Park,"6,568",29,20,9,,,,
,Wray,"2,098",8,7,1,,,,
,Yuma,"3,258",7,6,1,,,,
CONNECTICUT,Ansonia,"18,547",51,44,7,,,,
,Avon,"17,522",41,34,7,,,,
,Berlin,"20,515",49,37,12,,,,
,Bethel,"18,566",48,36,12,,,,
,Bloomfield,"20,833",60,48,12,,,,
,Branford,"29,020",62,49,13,,,,
,Bridgeport,"136,327",525,423,102,,,,
,Bristol,"60,994",149,125,24,,,,
,Brookfield,"16,504",41,31,10,,,,
,Canton,"10,251",19,14,5,,,,
,Cheshire,"28,864",60,49,11,,,,
,Clinton,"13,636",33,25,8,,,,
,Coventry,"12,278",19,14,5,,,,
,Cromwell,"13,631",34,25,9,,,,
,Danbury,"79,753",157,151,6,,,,
,Darien,"20,322",56,50,6,,,,
,Derby,"12,438",30,28,2,,,,
,East Hampton,"12,756",17,15,2,,,,
,East Hartford,"48,586",166,132,34,,,,
,East Haven,"28,686",55,52,3,,,,
,Easton,"7,374",18,15,3,,,,
,East Windsor,"10,717",30,23,7,,,,
,Enfield,"44,982",115,90,25,,,,
,Fairfield,"57,568",112,106,6,,,,
,Farmington,"25,262",57,41,16,,,,
,Glastonbury,"33,323",70,54,16,,,,
,Granby,"11,323",19,14,5,,,,
,Greenwich,"61,953",179,151,28,,,,
,Groton,"9,345",40,31,9,,,,
,Groton Long Point,680,9,8,1,,,,
,Groton Town,"32,617",72,68,4,,,,
,Guilford,"22,491",43,36,7,,,,
,Hamden,"57,803",130,105,25,,,,
,Hartford,"124,610",521,422,99,,,,
,Madison,"18,901",28,19,9,,,,
,Manchester,"55,993",157,116,41,,,,
,Meriden,"59,345",130,117,13,,,,
,Middlebury,"7,356",17,11,6,,,,
,Middletown,"48,048",111,98,13,,,,
,Milford,"55,837",129,111,18,,,,
,Monroe,"19,415",50,39,11,,,,
,Naugatuck,"32,046",66,54,12,,,,
,New Britain,"70,553",153,143,10,,,,
,New Canaan,"19,946",51,45,6,,,,
,New Haven,"123,953",488,388,100,,,,
,Newington,"29,653",65,52,13,,,,
,New London,"25,891",106,90,16,,,,
,New Milford,"28,601",64,49,15,,,,
,Newtown,"27,007",52,47,5,,,,
,North Branford,"14,468",24,23,1,,,,
,North Haven,"24,119",57,48,9,,,,
,Norwalk,"83,503",184,167,17,,,,
,Norwich,"36,471",103,85,18,,,,
,Old Saybrook,"10,559",28,20,8,,,,
,Orange,"13,887",47,36,11,,,,
,Plainfield,"15,552",21,17,4,,,,
,Plainville,"17,190",42,35,7,,,,
,Plymouth,"12,055",22,22,0,,,,
,Portland,"9,638",11,10,1,,,,
,Putnam,"9,329",16,13,3,,,,
,Redding,"8,909",21,15,6,,,,
,Ridgefield,"23,893",47,42,5,,,,
,Rocky Hill,"18,910",44,34,10,,,,
,Seymour,"16,338",43,41,2,,,,
,Shelton,"40,243",66,57,9,,,,
,Simsbury,"23,709",45,35,10,,,,
,Southington,"42,434",85,66,19,,,,
,South Windsor,"26,131",52,39,13,,,,
,Stamford,"118,597",349,285,64,,,,
,Stonington,"18,394",46,34,12,,,,
,Stratford,"48,891",114,109,5,,,,
,Suffield,"15,303",25,20,5,,,,
,Thomaston,"7,854",15,12,3,,,,
,Torrington,"35,478",98,83,15,,,,
,Trumbull,"34,807",84,73,11,,,,
,Vernon,"29,815",63,50,13,,,,
,Wallingford,"44,880",91,68,23,,,,
,Waterbury,"107,157",348,278,70,,,,
,Waterford,"18,788",50,43,7,,,,
,Watertown,"22,182",49,38,11,,,,
,West Hartford,"60,411",138,119,19,,,,
,West Haven,"52,714",136,123,13,,,,
,Weston,"10,217",16,15,1,,,,
,Westport,"26,596",88,66,22,,,,
,Wethersfield,"25,718",58,47,11,,,,
,Willimantic,"16,267",45,40,5,,,,
,Wilton,"17,720",48,44,4,,,,
,Winchester,"10,758",26,21,5,,,,
,Windsor,"28,813",63,51,12,,,,
,Windsor Locks,"12,544",30,24,6,,,,
,Wolcott,"16,557",33,24,9,,,,
,Woodbridge,"9,227",33,25,8,,,,
DELAWARE,Bethany Beach,958,10,9,1,,,,
,Blades,"1,017",3,3,0,,,,
,Bridgeville,"1,620",4,4,0,,,,
,Camden,"2,574",15,13,2,,,,
,Cheswold,472,5,5,0,,,,
,Clayton,"1,480",9,8,1,,,,
,Dagsboro,574,2,2,0,,,,
,Delaware City,"1,523",5,5,0,,,,
,Delmar,"1,517",12,11,1,,,,
,Dewey Beach,316,7,7,0,,,,
,Dover,"36,291",117,90,27,,,,
,Elsmere,"5,701",12,11,1,,,,
,Felton,876,4,4,0,,,,
,Fenwick Island,363,6,5,1,,,,
,Georgetown,"5,196",20,18,2,,,,
,Harrington,"3,326",11,10,1,,,,
,Laurel,"3,891",16,15,1,,,,
,Lewes,"3,101",14,13,1,,,,
,Middletown,"12,006",26,24,2,,,,
,Milford,"8,472",39,30,9,,,,
,Millsboro,"2,560",15,14,1,,,,
,Milton,"1,823",11,10,1,,,,
,Newark,"30,115",79,63,16,,,,
,New Castle,"4,972",19,17,2,,,,
,Newport,"1,108",9,8,1,,,,
,Ocean View,"1,124",9,8,1,,,,
,Rehoboth Beach,"1,577",30,19,11,,,,
,Seaford,"7,231",38,27,11,,,,
,Selbyville,"1,783",8,7,1,,,,
,Smyrna,"8,581",29,22,7,,,,
,South Bethany,522,6,6,0,,,,
,Wilmington,"72,888",388,302,86,,,,
,Wyoming,"1,392",3,3,0,,,,
DISTRICT OF COLUMBIA,Washington,"591,833","4,637","4,030",607,,,,
FLORIDA,Alachua,"9,398",27,20,7,,,,
,Altamonte Springs,"39,672",123,104,19,,,,
,Altha,516,1,1,0,,,,
,Apalachicola,"2,197",8,7,1,,,,
,Apopka,"38,368",94,85,9,,,,
,Arcadia,"6,875",23,19,4,,,,
,Astatula,"1,815",5,5,0,,,,
,Atlantic Beach,"13,106",35,25,10,,,,
,Atlantis,"2,062",18,13,5,,,,
,Auburndale,"14,179",43,33,10,,,,
,Aventura,"29,683",114,78,36,,,,
,Avon Park,"8,980",27,23,4,,,,
,Bal Harbour Village,"3,083",37,29,8,,,,
,Bartow,"16,762",66,40,26,,,,
,Bay Harbor Islands,"4,893",29,22,7,,,,
,Belleair,"4,055",13,12,1,,,,
,Belleair Beach,"1,575",2,2,0,,,,
,Belleair Bluffs,"2,147",4,4,0,,,,
,Belle Glade,"16,494",42,38,4,,,,
,Belleview,"4,446",17,15,2,,,,
,Biscayne Park,"2,922",12,11,1,,,,
,Blountstown,"2,429",13,9,4,,,,
,Boca Raton,"84,630",261,176,85,,,,
,Bonifay,"2,749",6,5,1,,,,
,Bowling Green,"2,930",7,7,0,,,,
,Boynton Beach,"68,033",237,160,77,,,,
,Bradenton,"53,244",147,118,29,,,,
,Bradenton Beach,"1,534",10,10,0,,,,
,Brooksville,"7,898",25,22,3,,,,
,Bunnell,"1,879",15,12,3,,,,
,Bushnell,"2,223",10,9,1,,,,
,Cape Coral,"163,403",340,243,97,,,,
,Carrabelle,"1,233",6,6,0,,,,
,Casselberry,"24,527",73,52,21,,,,
,Center Hill,"1,025",3,3,0,,,,
,Chattahoochee,"4,077",10,9,1,,,,
,Chiefland,"2,081",13,11,2,,,,
,Chipley,"3,697",12,11,1,,,,
,Clearwater,"104,986",365,255,110,,,,
,Clermont,"13,220",64,49,15,,,,
,Clewiston,"7,167",26,16,10,,,,
,Cocoa,"16,327",91,66,25,,,,
,Cocoa Beach,"11,817",50,34,16,,,,
,Coconut Creek,"50,511",126,88,38,,,,
,Coleman,727,2,2,0,,,,
,Cooper City,"29,060",75,56,19,,,,
,Coral Gables,"41,502",259,185,74,,,,
,Coral Springs,"126,222",291,197,94,,,,
,Cottondale,872,3,3,0,,,,
,Crescent City,"1,800",7,5,2,,,,
,Crestview,"19,865",61,46,15,,,,
,Cross City,"1,812",5,5,0,,,,
,Cutler Bay,"28,760",48,44,4,,,,
,Dade City,"7,102",32,24,8,,,,
,Dania,"28,052",73,66,7,,,,
,Davenport,"2,188",11,10,1,,,,
,Davie,"90,268",233,161,72,,,,
,Daytona Beach,"63,642",288,238,50,,,,
,Daytona Beach Shores,"5,130",38,28,10,,,,
,Deerfield Beach,"73,665",152,127,25,,,,
,De Funiak Springs,"4,905",25,19,6,,,,
,Deland,"27,343",75,57,18,,,,
,Delray Beach,"63,795",220,152,68,,,,
,Doral,"22,898",123,92,31,,,,
,Dunedin,"35,844",35,35,0,,,,
,Dunnellon,"1,986",8,6,2,,,,
,Eatonville,"2,343",16,14,2,,,,
,Edgewater,"21,743",32,29,3,,,,
,Edgewood,"2,077",9,8,1,,,,
,El Portal,"2,290",8,8,0,,,,
,Eustis,"19,139",54,41,13,,,,
,Fellsmere,"4,710",10,9,1,,,,
,Fernandina Beach,"11,505",45,34,11,,,,
,Flagler Beach,"3,276",16,14,2,,,,
,Florida City,"9,730",41,31,10,,,,
,Fort Lauderdale,"182,932",679,484,195,,,,
,Fort Myers,"65,107",287,193,94,,,,
,Fort Pierce,"39,861",152,118,34,,,,
,Fort Walton Beach,"18,831",61,49,12,,,,
,Fruitland Park,"4,293",14,13,1,,,,
,Gainesville,"113,286",326,251,75,,,,
,Golden Beach,862,18,17,1,,,,
,Graceville,"2,404",9,7,2,,,,
,Greenacres City,"32,448",113,52,61,,,,
,Green Cove Springs,"6,461",24,19,5,,,,
,Greensboro,593,1,1,0,,,,
,Gretna,"1,576",5,5,0,,,,
,Groveland,"6,484",30,23,7,,,,
,Gulf Breeze,"6,559",27,19,8,,,,
,Gulfport,"12,245",39,29,10,,,,
,Gulf Stream,732,11,11,0,,,,
,Haines City,"18,921",64,41,23,,,,
,Hallandale,"38,722",129,90,39,,,,
,Hampton,452,2,2,0,,,,
,Havana,"1,666",14,10,4,,,,
,Hialeah,"207,908",453,336,117,,,,
,Hialeah Gardens,"19,441",49,35,14,,,,
,Highland Beach,"3,966",13,13,0,,,,
,High Springs,"4,479",17,13,4,,,,
,Hillsboro Beach,"2,260",18,15,3,,,,
,Holly Hill,"13,299",32,28,4,,,,
,Hollywood,"141,048",479,314,165,,,,
,Holmes Beach,"4,973",21,14,7,,,,
,Homestead,"60,184",149,106,43,,,,
,Howey-in-the-Hills,"1,273",7,6,1,,,,
,Hypoluxo,"2,582",4,4,0,,,,
,Indialantic,"2,909",17,11,6,,,,
,Indian Creek Village,38,15,11,4,,,,
,Indian Harbour Beach,"8,292",26,19,7,,,,
,Indian River Shores,"3,377",22,20,2,,,,
,Indian Rocks Beach,"5,106",6,6,0,,,,
,Indian Shores,"4,222",13,11,2,,,,
,Inglis,"1,622",5,4,1,,,,
,Interlachen,"1,501",4,4,0,,,,
